0,2524
1,1930
2,166
3,817
4,13459
5,337
6,329
7,3203
8,45528
9,461
10,3426
11,756
12,47
13,776
14,1444
15,268
16,206
17,578
18,313
19,633
20,60271
21,5319
22,1127
23,190
24,1928
25,474
26,7546
27,390
28,1111
29,1792
30,123
31,4242
32,693
33,1400
34,73
35,1027
36,135
37,2334
38,3482
39,169
40,231
41,234
42,435
43,79
44,194
45,121
46,8700
47,6817
48,1698
49,1584
50,5571
51,1370
52,2590
53,6810
54,2377
55,7130
56,2400
57,15642
58,204
59,675
60,314
61,18172
62,5387
63,947
64,6128
65,183
66,1393
67,65561
68,598
69,412
70,234
71,12267
72,340014
73,1291
74,486
75,261
76,239
77,83
78,27617
79,2192
80,65
81,7408
82,231
83,790
84,374
85,783
86,344
87,334
88,47189
89,3908
90,495
91,21882
92,2706
93,123
94,23
95,3653
96,200
97,843
98,63
99,6955
100,1326
101,2872
102,240
103,525
104,398
105,89
106,981
107,22910
108,1258
109,3309
110,1243
111,32503
112,299
113,125
114,15826
115,71
116,885
117,60
118,5210
119,1614
120,525
121,3466
122,1187
123,105
124,1631
125,1233
126,21589
127,649
128,116425
129,7653
130,3773
131,1155
132,264
133,1314
134,1353
135,63
136,569
137,2023
138,912
139,20959
140,2301
141,12016
142,49
143,1737
144,2304
145,20242
146,50
147,509
148,1241
149,1185
150,10424
151,3470
152,501
153,313
154,5723
155,1702
156,1619
157,82
158,273
159,3517
160,224
161,464
162,27272
163,416
164,695
165,5171
166,57
167,394
168,445
169,687
170,3308
171,31739
172,1480
173,232
174,879
175,263
176,85626
177,629
178,1287
179,22832
180,930
181,8649
182,50
183,218
184,1343
185,2208
186,4020
187,309
188,36
189,77
190,1182
191,629
192,311
193,112
194,4389
195,10944
196,7371
197,11727
198,8536
199,73
200,6363
201,45
202,1622
203,636
204,712
205,1774
206,4845
207,400
208,92
209,2623
210,809
211,2059
212,195
213,185
214,6830
215,1782
216,56
217,5367
218,228
219,311
220,159
221,145
222,3963
223,123
224,47140
225,959
226,43
227,2205
228,1262
229,1103
230,236
231,810
232,3713
233,2427
234,3530
235,298
236,384
237,583
238,23369
239,2463
240,86
241,1010
242,63577
243,109
244,259
245,9578
246,248447
247,834
248,14956
249,589
250,372
251,756
252,2573
253,1431
254,9885
255,400
256,2950
257,4570
258,1316
259,143
260,1642
261,139
262,53986
263,38076
264,17355
265,1127
266,3208
267,3227
268,588
269,3423
270,564
271,665
272,1336
273,3271
274,70
275,218
276,1509
277,219
278,357
279,3715
280,1359
281,326
282,182
283,10209
284,1736
285,79
286,3554
287,764
288,1563
289,2270
290,321
291,433
292,2228
293,61
294,1409
295,5846
296,109
297,119
298,4727
299,494
300,120
301,1677
302,39721
303,6603
304,2061
305,9528
306,667
307,18532
308,198
309,379
310,14151
311,319
312,155
313,110
314,147
315,6932
316,1032
317,599
318,275
319,1502
