0,26517
1,215803
2,11226
3,1071
4,6862
5,335
6,4036
7,1804
8,439
9,1304
10,3387
11,6867
12,2084
13,5313
14,13389
15,2580
16,20424
17,839
18,291
19,8205
20,545
21,2493
22,2135
23,2230
24,18056
25,4722
26,2240
27,3784
28,763
29,31785
30,5165
31,4363
32,2130
33,2535
34,121
35,1311
36,5883
37,5159
38,1157
39,1919
40,365
41,23511
42,1222
43,3960
44,498145
45,263
46,107
47,7453
48,1166
49,2761
50,16449
51,703
52,2252
53,10093
54,8680
55,370
56,1970
57,3120
58,1551
59,7992
60,9430
61,794
62,649
63,14639
64,7538
65,6364
66,7919
67,13007
68,1292
69,124
70,139
71,962
72,7026
73,199
74,428
75,6161
76,4034
77,8535
78,732
79,603
80,7579
81,5635
82,3292
83,730
84,1067
85,2989
86,799
87,316
88,34377
89,6354
90,3286
91,1976
92,272
93,561
94,1616
95,715
96,533
97,2090
98,9288
99,3128
100,9797
101,337
102,2596
103,2318
104,1036
105,1526
106,30287
107,4441
108,8159
109,10386
110,9492
111,940
112,1286
113,375587
114,246
115,3380
116,21282
117,1853
118,4929
119,601
120,2880
121,29148
122,933
123,10553
124,63754
125,34190
126,7474
127,444
128,495
129,805
130,46200
131,2444
132,144
133,627
134,317
135,2385
136,102
137,3685
138,7902
139,707
140,1630
141,580
142,276
143,60541
144,14883
145,3147
146,550
147,11596
148,17640
149,5357
150,73041
151,79473
152,5669
153,3733
154,11812
155,5189
156,3485
157,5881
158,29457
159,1059
160,1104
161,6573
162,894
163,5460
164,303
165,1667
166,11856
167,2229
168,819
169,247
170,8054
171,538
172,3343
173,10528
174,638
175,2459
176,36138
177,8665
178,9560
179,18593
180,1096
181,1688
182,1466
183,483
184,89904
185,525
186,5723
187,331259
188,8427
189,1286
190,1108
191,217
192,581
193,5471
194,2190
195,169482
196,874
197,4157
198,640
199,6572
200,1562
201,6247
202,147
203,3259
204,452
205,408
206,604
207,4651
208,110417
209,297
210,501
211,8115
212,1675
213,4437
214,2915
215,437
216,672
217,1110
218,1067
219,595
220,4256
221,5324
222,2174
223,3733
224,339
225,96059
226,435
227,11179
228,8300
229,5945
230,5804
231,1235
232,1144
233,54680
234,2389
235,4937
236,869
237,326577
238,5400
239,8671
240,1178
241,119
242,767
243,2750
244,2050
245,499
246,680
247,6882
248,1914
249,1141
250,1186
251,489
252,886
253,578
254,837
255,15060
256,364
257,905
258,31928
259,355
260,601
261,55245
262,1262
263,291
264,408
265,2337
266,54235
267,856
268,7154
269,825
270,973
271,331
272,1715
273,197
274,1846
275,162
276,3303
277,188
278,6160
279,11556
280,170
281,286
282,939
283,17239
284,2153
285,130497
286,317
287,1943
288,468
289,2393
290,19709
291,2230
292,2713
293,848
294,1399
