0,0
1,0
2,0
3,4
4,0
5,192
6,2
7,7
8,4
9,0
10,2
11,1
12,1
13,17
14,6
15,8
16,0
17,7
18,0
19,0
20,3
21,0
22,3
23,1
24,0
25,0
26,0
27,1
28,46
29,0
30,0
31,3
32,1
33,0
34,10
35,1
36,4
37,3394
38,0
39,17
40,0
41,0
42,4
43,10
44,0
45,19
46,0
47,1565
48,0
49,1
50,7
51,0
52,2
53,2
54,0
55,1
56,0
57,2
58,0
59,1
60,0
61,0
62,3
63,2
64,5
65,1
66,48
67,0
68,17
69,0
70,0
71,0
72,13
73,119
74,118
75,4
76,1
77,4
78,0
79,40
80,0
81,1
82,0
83,3
84,1
85,0
86,1
87,15
88,2
89,0
90,10
91,0
92,0
93,25
94,2
95,0
96,0
97,0
98,2
99,1
100,0
101,8
102,0
103,1
104,278
105,2
106,1
107,7
108,5
109,1
110,2
111,0
112,35
113,22
114,265
115,3
116,1
117,1
118,1
119,0
120,4
121,0
122,51
123,0
124,6
125,0
126,936
127,0
128,3
129,0
130,0
131,2
132,109
133,25
134,1
135,0
136,0
137,13
138,0
139,1
140,6
141,157
142,2
143,6
144,1
145,0
146,0
147,754
148,0
149,928
150,0
151,119
152,10
153,0
154,0
155,0
156,1
157,0
158,33
159,1
160,0
161,3
162,26464
163,4
164,35
165,1
166,21
167,3
168,281
169,0
170,0
171,7
172,2
173,0
174,66
175,0
176,0
177,1
178,0
179,3
180,19
181,9
182,88
183,20
184,0
185,153
186,0
187,1
188,6
189,0
190,10
191,0
192,2
193,0
194,0
195,22
196,7
197,0
198,2
199,6
200,2
201,7
202,1
203,1
204,9
205,0
206,6
207,6
208,0
209,10
210,22
211,0
212,18
213,3
214,1
215,1
216,1
217,15
218,3
219,3
220,10
221,0
222,0
223,0
224,2
225,2
226,0
