0,5
1,14
2,27
3,16
4,17
5,5
6,2
7,7
8,14
9,7
10,9
11,9
12,1
13,12
14,1
15,3
16,2
17,16
18,4
19,7
20,6
21,1
22,179
23,93
24,5
25,6
26,2
27,15
28,8
29,13
30,14
31,157
32,5
33,2
34,4
35,4
36,11
37,29
38,4
39,9
40,11
41,4
42,2
43,7
44,1
45,7
46,3
47,9
48,29
49,3
50,36
51,27
52,6
53,10
54,3
55,2
56,44
57,15
58,4
59,24
60,12
61,22
62,835
63,21
64,3
65,1
66,15
67,160
68,3
69,3
70,9
71,31
72,4
73,2
74,14
75,14
76,8
77,3
78,26
79,8
80,9
81,1
82,6
83,5
84,4
85,10
86,2
87,4
88,14
89,1
90,3
91,3
92,2
93,36
94,9
95,10
96,106
97,4
98,5
99,5
100,5
101,4
102,1
103,5
104,3
105,1
106,5
107,53
108,1619
109,59
110,10
111,3
112,13
113,13
114,5
115,5
116,20
117,4
118,20
119,7
120,13
121,16
122,6
123,1517
124,112
125,3
126,2
127,17
128,4
129,35
130,1
131,9
132,10
133,6
134,3
135,6
136,3
137,18
138,112
139,7
140,9
141,9
142,10
143,8
144,6
145,2
146,1
147,33
148,49
149,8
150,4
151,16
152,11
153,3
154,4
155,13
156,4
157,12
158,32
159,64
160,6
161,11
162,2
163,21
164,3
165,10
166,24
167,1034
168,2
169,27
170,93
171,4
172,3
173,11
174,11
175,6
176,5
177,3
178,28
179,15
180,8
181,63
182,80
183,20
184,9
185,2
186,12
187,2
188,16
189,4
190,5
191,1
192,3
193,17
194,7
195,3
196,4
197,2
198,3
199,2
200,7135
201,10
202,4
203,2
204,4
205,4
206,分享
207,47
208,7
209,9
210,21
211,1
212,4
213,5
214,8
215,9
216,199
217,52
218,1
219,20
220,12
221,分享
222,3
223,10
224,4
225,2
226,27
227,3
228,分享
229,4
230,29
231,6
232,12
233,12
234,6
235,2
236,133
237,3
238,12
239,1
240,39
241,4
242,27
243,7
244,8
245,2
246,6
247,1
248,8
249,2
250,5
251,92
252,4
253,13
254,9
255,148
256,3
257,428
258,3
259,14
260,74
261,3
262,13
263,12
264,13
265,8
266,16
267,19
268,20
269,5
270,1
271,2
272,7
273,58
274,28
275,14
276,18
277,123
278,5
279,1
280,4
281,12
282,12
283,5
284,15
285,264
286,16
287,20
288,2
289,22
290,9
291,17
292,4
293,48
294,49
295,9
296,1
297,分享
298,10
299,9
300,8
301,26
302,11
303,30
304,13
305,34
306,6
307,8
308,166
309,3
310,2
311,11
312,22
313,8
314,14
315,3
316,6
317,4
318,11
319,113
320,10
321,4
322,2
